id,provinsi,kabupaten_kota,nama_layanan,jenis_layanan,kategori,specialization,alamat,telepon,website,latitude,longitude,telemedicine,biaya_mulai,insurance_supported,rating,jam_buka,jam_tutup,hari_operasional,verified,photo_url,source,updated_at
2816,Bali,Bandung,RSUD Bandung,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.241, Bandung",+628488140496,,-8.842868802937014,104.46442921730514,True,0,Mandiri,4.0,10:00,20:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2817,Papua Barat,Palu,Klinik Psikologi Palu,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.130, Palu",+628705172158,,-2.616510466565785,128.71664531204584,False,350000,Swasta,3.8,9:00,18:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2818,Maluku Utara,Tangerang,Klinik Psikologi Tangerang,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.63, Tangerang",+628712491910,,-7.870927219413584,110.91692377938821,False,100000,"BPJS,Swasta",3.1,9:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2819,Sumatera Utara,Depok,Puskesmas Depok,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.232, Depok",+628857660372,,-6.022095507071155,120.46879523180128,True,350000,Swasta,3.9,10:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2820,Papua Barat,Bandar Lampung,RSUD Bandar Lampung,Rumah Sakit,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.13, Bandar Lampung",+628505572122,,-9.099312351821597,95.04702870825088,True,0,"Mandiri,Swasta",4.0,10:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2821,Sulawesi Tenggara,Bogor,RS Jiwa Bogor,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.89, Bogor",+628242272184,,1.0304250041106648,113.45266965945945,True,250000,BPJS,4.3,10:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2822,Jawa Timur,Sorong,RSUD Sorong,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.100, Sorong",+628089225770,,2.4360007402976738,99.9259600314553,True,350000,"Mandiri,Swasta",3.0,10:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2823,Sulawesi Utara,Samarinda,Klinik Psikologi Samarinda,Klinik Psikologi,Psikolog,ADHD,"Jl. Kesehatan No.234, Samarinda",+628894519661,,-9.598863445701568,115.46712669315986,False,350000,"BPJS,Swasta",4.8,10:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2824,Kalimantan Timur,Jakarta Selatan,RSUD Jakarta Selatan,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.140, Jakarta Selatan",+628000504060,,0.9880513897660652,97.11092465795784,True,350000,"BPJS,Swasta",4.1,8:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2825,Sulawesi Barat,Gresik,RSUD Gresik,Rumah Sakit,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.86, Gresik",+628640163752,,3.673405341342061,137.6005989461491,True,50000,BPJS,4.6,8:00,17:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2826,Sulawesi Utara,Depok,RSUD Depok,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.54, Depok",+628917682001,,-4.638283747492492,114.87397403654131,True,250000,"BPJS,Swasta",3.9,7:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2827,Kepulauan Riau,Banjarmasin,Puskesmas Banjarmasin,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.249, Banjarmasin",+628189861491,,-5.1412437125937025,114.05086883522334,True,250000,BPJS,4.3,9:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2828,Sulawesi Tenggara,Jayapura,Pusat Konseling Universitas Jayapura,Universitas,Konseling,Depresi,"Jl. Kesehatan No.176, Jayapura",+628565621786,,4.114738205902457,126.04853040345009,False,350000,"Mandiri,Swasta",4.6,7:00,21:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2829,Nusa Tenggara Barat,Singkawang,Puskesmas Singkawang,Puskesmas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.149, Singkawang",+628210910764,,-2.519253504966123,127.17329110010633,False,250000,"Mandiri,Swasta",3.6,10:00,20:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2830,Sumatera Selatan,Serang,Klinik Psikologi Serang,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.85, Serang",+628958346046,,-5.841203757009252,118.65225884001453,True,50000,Swasta,3.8,9:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2831,Kalimantan Selatan,Tangerang,Puskesmas Tangerang,Puskesmas,Konseling,ADHD,"Jl. Kesehatan No.119, Tangerang",+628978365763,,-6.792121751093168,133.25834123298458,False,350000,Mandiri,4.8,7:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2832,Sulawesi Selatan,Tangerang Selatan,Puskesmas Tangerang Selatan,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.47, Tangerang Selatan",+628762826835,,-4.2067980209614095,123.04557532503293,True,350000,BPJS,4.3,7:00,19:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2833,Maluku,Tangerang Selatan,RS Jiwa Tangerang Selatan,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.118, Tangerang Selatan",+628896440502,,-3.044413994352098,117.13666009618647,False,50000,"Mandiri,Swasta",3.9,9:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2834,Bali,Makassar,RSUD Makassar,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.236, Makassar",+628524968994,,4.1307051140739635,137.7905409652174,True,500000,Swasta,4.4,7:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2835,Sulawesi Tenggara,Sukabumi,Pusat Konseling Universitas Sukabumi,Universitas,Konseling,ADHD,"Jl. Kesehatan No.182, Sukabumi",+628989486763,,-4.403391243525954,108.6615657951458,False,150000,BPJS,4.0,10:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2836,Sulawesi Barat,Samarinda,RS Jiwa Samarinda,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.83, Samarinda",+628325915654,,-6.027391047960835,132.53386885221462,False,500000,BPJS,3.2,10:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2837,Kalimantan Timur,Badung,Pusat Konseling Universitas Badung,Universitas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.45, Badung",+628249413144,,-3.219709383059616,132.30377531564875,True,250000,"BPJS,Swasta",4.9,9:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2838,Kepulauan Riau,Sorong,RS Jiwa Sorong,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.146, Sorong",+628512235825,,-1.4376734423544928,103.25563526925703,True,500000,"BPJS,Swasta",3.2,7:00,19:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2839,Sumatera Selatan,Parepare,Pusat Konseling Universitas Parepare,Universitas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.63, Parepare",+628813571902,,3.3335554526697955,102.39542726698706,False,150000,Swasta,3.7,10:00,20:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2840,Sumatera Barat,Ternate,Klinik Psikologi Ternate,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.168, Ternate",+628062972417,,-1.0364583790732116,105.14592043303765,False,0,"BPJS,Swasta",4.1,7:00,19:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2841,Kalimantan Timur,Bantul,Puskesmas Bantul,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.198, Bantul",+628568749412,,-4.180235125581834,137.85394041697543,True,0,"Mandiri,Swasta",3.3,10:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2842,DI Yogyakarta,Tanjung Pinang,Puskesmas Tanjung Pinang,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.243, Tanjung Pinang",+628678992824,,-7.325079407579246,119.92443762319776,False,500000,"Mandiri,Swasta",3.0,7:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2843,DKI Jakarta,Manado,RS Jiwa Manado,Rumah Sakit Jiwa,Psikiatri,Kecemasan,"Jl. Kesehatan No.47, Manado",+628167264713,,-9.215719224111668,95.86545216199399,False,250000,BPJS,3.3,8:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2844,Jawa Timur,Cimahi,RS Jiwa Cimahi,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.186, Cimahi",+628246595537,,2.1515572266591025,105.11677439027238,False,50000,"Mandiri,Swasta",4.7,8:00,20:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2845,Banten,Tasikmalaya,Klinik Psikologi Tasikmalaya,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.7, Tasikmalaya",+628378893609,,-9.862366679914912,139.49216355480482,False,250000,BPJS,4.3,9:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2846,Jawa Timur,Cirebon,Klinik Psikologi Cirebon,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.242, Cirebon",+628501982180,,-6.89702289672028,140.95598788101336,False,500000,"Mandiri,Swasta",4.9,7:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2847,Kalimantan Selatan,Bantul,Puskesmas Bantul,Puskesmas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.176, Bantul",+628730161571,,-5.064976335555382,106.56890064136421,True,500000,"Mandiri,Swasta",3.9,9:00,20:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2848,Kepulauan Riau,Tangerang Selatan,Pusat Konseling Universitas Tangerang Selatan,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.62, Tangerang Selatan",+628468429698,,-2.313823646956653,140.33907549965625,True,50000,Mandiri,3.1,8:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2849,Sumatera Utara,Bantul,RSUD Bantul,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.127, Bantul",+628446039825,,-10.099037812822363,139.04136815861227,False,500000,BPJS,3.1,7:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2850,Sumatera Utara,Ternate,RSUD Ternate,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.137, Ternate",+628918562203,,-1.274498296977315,105.4171900908306,True,100000,BPJS,3.7,8:00,21:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2851,Banten,Cirebon,Klinik Psikologi Cirebon,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.24, Cirebon",+628183396658,,-10.241557617402638,122.459813918625,False,250000,"BPJS,Swasta",4.7,8:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2852,Banten,Bandung,Puskesmas Bandung,Puskesmas,Konseling,Kecemasan,"Jl. Kesehatan No.104, Bandung",+628011810274,,-1.6214225664499402,129.6144947708668,False,50000,Mandiri,4.0,9:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2853,Sulawesi Selatan,Pontianak,Pusat Konseling Universitas Pontianak,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.180, Pontianak",+628337252135,,-8.849655276511985,132.63548404985042,True,250000,BPJS,3.1,8:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2854,Sulawesi Utara,Ternate,RS Jiwa Ternate,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.208, Ternate",+628735351423,,-6.34687570862166,115.18281371900615,True,0,BPJS,4.0,10:00,20:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2855,Sulawesi Selatan,Sidoarjo,Pusat Konseling Universitas Sidoarjo,Universitas,Konseling,Depresi,"Jl. Kesehatan No.244, Sidoarjo",+628215045903,,-2.44779901642948,117.08336064095991,False,350000,Swasta,3.6,9:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2856,Maluku,Binjai,RSUD Binjai,Rumah Sakit,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.190, Binjai",+628833972417,,-9.837856307381402,105.32572212553329,False,50000,Swasta,3.4,7:00,18:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2857,Sulawesi Barat,Jakarta Utara,RSUD Jakarta Utara,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.44, Jakarta Utara",+628432412744,,3.7832125415404327,110.52736179543338,True,0,"Mandiri,Swasta",3.1,7:00,21:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2858,Kalimantan Utara,Sidoarjo,RSUD Sidoarjo,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.211, Sidoarjo",+628423406185,,-5.394105345115074,117.39327030902976,False,500000,BPJS,4.8,7:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2859,Banten,Tasikmalaya,RSUD Tasikmalaya,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.97, Tasikmalaya",+628089118128,,-4.304695501807114,106.77280509377826,True,0,BPJS,4.4,8:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2860,Banten,Jakarta Timur,Klinik Psikologi Jakarta Timur,Klinik Psikologi,Psikolog,Gangguan Mood,"Jl. Kesehatan No.92, Jakarta Timur",+628718804911,,-7.699524125310157,129.7664770281301,False,150000,Swasta,4.1,8:00,19:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2861,Papua Barat,Balikpapan,Puskesmas Balikpapan,Puskesmas,Konseling,ADHD,"Jl. Kesehatan No.57, Balikpapan",+628979077772,,2.23101742242976,125.1993103553234,False,150000,"BPJS,Swasta",3.0,7:00,17:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2862,Jawa Barat,Makassar,Klinik Psikologi Makassar,Klinik Psikologi,Psikolog,ADHD,"Jl. Kesehatan No.114, Makassar",+628900847359,,4.1690059395315675,133.3468526147948,False,0,"BPJS,Swasta",5.0,9:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2863,Kepulauan Riau,Yogyakarta,RS Jiwa Yogyakarta,Rumah Sakit Jiwa,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.127, Yogyakarta",+628961838976,,2.0115436468617993,128.46867922310133,True,50000,"Mandiri,Swasta",3.5,10:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2864,Sulawesi Tengah,Padang,Klinik Psikologi Padang,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.88, Padang",+628967575331,,-4.19733532067011,118.39320447999981,True,250000,"BPJS,Swasta",3.8,10:00,22:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2865,Sulawesi Tenggara,Malang,RS Jiwa Malang,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.103, Malang",+628198521009,,2.4226301575156466,118.10355046203932,False,150000,"BPJS,Swasta",4.4,7:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2866,DI Yogyakarta,Gresik,RS Jiwa Gresik,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.96, Gresik",+628358560054,,0.4163267457082114,100.03247547845186,False,0,BPJS,3.6,8:00,21:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2867,Sulawesi Tenggara,Solo,RS Jiwa Solo,Rumah Sakit Jiwa,Psikiatri,Kecemasan,"Jl. Kesehatan No.27, Solo",+628733598238,,3.0024971171822106,117.41827769618871,False,50000,BPJS,3.6,9:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2868,Papua,Depok,Pusat Konseling Universitas Depok,Universitas,Konseling,ADHD,"Jl. Kesehatan No.118, Depok",+628370771088,,-6.572373243112526,97.8877871368724,False,50000,"Mandiri,Swasta",4.5,9:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2869,Sulawesi Barat,Binjai,Pusat Konseling Universitas Binjai,Universitas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.3, Binjai",+628680897455,,-5.510469656679907,102.87432619680389,False,350000,"Mandiri,Swasta",4.7,8:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2870,Sumatera Selatan,Tanjung Pinang,Puskesmas Tanjung Pinang,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.194, Tanjung Pinang",+628819770494,,-0.09776281138118748,96.33372928022963,True,0,Mandiri,4.5,7:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2871,DI Yogyakarta,Gorontalo,Klinik Psikologi Gorontalo,Klinik Psikologi,Psikolog,Terapi Keluarga,"Jl. Kesehatan No.52, Gorontalo",+628981701507,,-3.2340935999870446,127.61570596339797,True,0,Swasta,4.0,10:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2872,Kalimantan Utara,Banjarbaru,RS Jiwa Banjarbaru,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.132, Banjarbaru",+628047936428,,-1.6456046109146776,125.32232976771432,False,250000,"Mandiri,Swasta",4.0,9:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2873,Papua,Tanjung Pinang,Pusat Konseling Universitas Tanjung Pinang,Universitas,Konseling,Depresi,"Jl. Kesehatan No.122, Tanjung Pinang",+628600043543,,-4.253062844636375,107.42819348257002,True,350000,"Mandiri,Swasta",4.8,7:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2874,Kalimantan Selatan,Tangerang Selatan,Klinik Psikologi Tangerang Selatan,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.94, Tangerang Selatan",+628471343709,,-1.4386617039187186,110.03976633592895,False,50000,Mandiri,4.4,7:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2875,Kepulauan Riau,Purwokerto,RS Jiwa Purwokerto,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.67, Purwokerto",+628877272630,,2.2195426280568125,135.3875996322913,False,100000,BPJS,4.7,9:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2876,Jawa Timur,Cirebon,RS Jiwa Cirebon,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.69, Cirebon",+628572293399,,3.536363663502488,96.86671253707665,False,0,"Mandiri,Swasta",4.6,7:00,20:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2877,Riau,Serang,Pusat Konseling Universitas Serang,Universitas,Konseling,Depresi,"Jl. Kesehatan No.143, Serang",+628734117812,,-6.604853099478268,95.85662831475264,False,150000,"BPJS,Swasta",3.6,10:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2878,Kalimantan Tengah,Kupang,RSUD Kupang,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.83, Kupang",+628421371637,,-9.446620078226548,113.09042529830532,False,100000,"BPJS,Swasta",3.3,9:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2879,Jawa Timur,Jakarta Utara,Klinik Psikologi Jakarta Utara,Klinik Psikologi,Psikolog,Gangguan Tidur,"Jl. Kesehatan No.60, Jakarta Utara",+628036843266,,2.32254516390776,112.38885015824275,True,0,BPJS,3.9,10:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2880,Maluku Utara,Jakarta Barat,Puskesmas Jakarta Barat,Puskesmas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.144, Jakarta Barat",+628251707535,,-1.2070601187020298,113.62093074753214,False,50000,"BPJS,Swasta",3.9,8:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2881,Banten,Pontianak,Pusat Konseling Universitas Pontianak,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.23, Pontianak",+628285935670,,0.270675086757711,106.66514364363053,False,500000,"BPJS,Swasta",4.7,8:00,17:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2882,Riau,Denpasar,Pusat Konseling Universitas Denpasar,Universitas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.73, Denpasar",+628139721618,,-7.166752985878457,121.81848512020845,True,250000,"BPJS,Swasta",4.1,9:00,20:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2883,Sulawesi Barat,Samarinda,RS Jiwa Samarinda,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.64, Samarinda",+628816540541,,-3.8202314233104566,103.73282070370031,True,50000,BPJS,4.0,10:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2884,Sumatera Selatan,Bandung,Puskesmas Bandung,Puskesmas,Konseling,Kecemasan,"Jl. Kesehatan No.154, Bandung",+628191303578,,5.468177902586124,115.1914267410125,False,250000,BPJS,4.0,9:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2885,Riau,Bogor,RSUD Bogor,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.246, Bogor",+628157508320,,-2.074126768573361,97.04897431115292,False,250000,"BPJS,Swasta",3.0,8:00,21:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2886,Kalimantan Selatan,Padang,RSUD Padang,Rumah Sakit,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.44, Padang",+628564075004,,1.9885345669633345,115.87496905528965,True,250000,"Mandiri,Swasta",4.2,10:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2887,Sumatera Barat,Tangerang Selatan,RS Jiwa Tangerang Selatan,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.119, Tangerang Selatan",+628157140789,,-2.32824332571354,113.80063771504663,False,0,"BPJS,Swasta",3.4,10:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2888,Jawa Tengah,Cimahi,RS Jiwa Cimahi,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.200, Cimahi",+628975437893,,-5.998049050583907,98.92467829111801,True,250000,BPJS,4.6,8:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2889,Kalimantan Utara,Jayapura,Puskesmas Jayapura,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.48, Jayapura",+628457097179,,-10.300937750793622,134.92348148807696,False,50000,BPJS,4.6,9:00,19:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2890,Jawa Timur,Cirebon,Klinik Psikologi Cirebon,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.233, Cirebon",+628919935529,,1.3382448189605114,122.1745296265706,True,100000,BPJS,4.6,7:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2891,Jawa Tengah,Bukittinggi,Pusat Konseling Universitas Bukittinggi,Universitas,Konseling,Trauma,"Jl. Kesehatan No.70, Bukittinggi",+628148617957,,0.6233607258468066,139.94295521486228,False,150000,BPJS,4.8,8:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2892,Kalimantan Selatan,Yogyakarta,Pusat Konseling Universitas Yogyakarta,Universitas,Konseling,Gangguan Mood,"Jl. Kesehatan No.69, Yogyakarta",+628739600909,,-4.5190907245240375,118.91209084789689,True,500000,Mandiri,3.9,7:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2893,Sulawesi Tenggara,Binjai,Klinik Psikologi Binjai,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.153, Binjai",+628937499636,,-1.8566612452686613,127.58251783389817,False,50000,BPJS,3.4,8:00,20:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2894,Sulawesi Barat,Bima,Pusat Konseling Universitas Bima,Universitas,Konseling,Burnout Kerja,"Jl. Kesehatan No.87, Bima",+628461184892,,-2.947874979383684,113.73832903583511,False,100000,Mandiri,3.8,8:00,19:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2895,Lampung,Tangerang Selatan,RSUD Tangerang Selatan,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.11, Tangerang Selatan",+628570097939,,-7.737510389537038,128.5689323084248,False,150000,BPJS,3.0,7:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2896,Riau,Kendari,Puskesmas Kendari,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.218, Kendari",+628696569879,,-3.9198233756311787,127.94290677058848,False,250000,Swasta,5.0,7:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2897,Maluku,Bekasi,Klinik Psikologi Bekasi,Klinik Psikologi,Psikolog,Gangguan Tidur,"Jl. Kesehatan No.135, Bekasi",+628690909995,,-5.8945880025636725,127.58057435257129,False,100000,Swasta,4.2,9:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2898,Sumatera Barat,Jakarta Timur,RSUD Jakarta Timur,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.91, Jakarta Timur",+628280830080,,-7.509237454538111,95.47855713642377,False,500000,"BPJS,Swasta",3.8,7:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2899,Kalimantan Barat,Makassar,RS Jiwa Makassar,Rumah Sakit Jiwa,Psikiatri,Depresi,"Jl. Kesehatan No.236, Makassar",+628419205177,,4.995382781151212,119.75418912748415,False,250000,BPJS,4.4,7:00,20:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
